"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","EBS Optimized: Baseline Bandwidth","EBS Optimized: Baseline Throughput (128K)","EBS Optimized: Baseline IOPS (16K)","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","On Demand","Linux Reserved cost","Linux Spot Minimum cost"
"R4 High-Memory Large","r4.large","15.25 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","425 Mbps","53.125 MB/s","3000 IOPS","425 Mbps","53.125 MB/s","3000 IOPS","$97.0900 monthly","$61.3200 monthly","$26.2070 monthly"
"R7G 16xlarge","r7g.16xlarge","512.0 GiB","64 vCPUs","EBS only","30 Gigabit","20000 Mbps","2500.0 MB/s","80000 IOPS","20000 Mbps","2500.0 MB/s","80000 IOPS","$2501.8560 monthly","$1654.9830 monthly","$351.0570 monthly"
"R5B 16xlarge","r5b.16xlarge","512.0 GiB","64 vCPUs","EBS only","20 Gigabit","40000 Mbps","5000.0 MB/s","173333 IOPS","40000 Mbps","5000.0 MB/s","173333 IOPS","$3480.6400 monthly","$2192.8032 monthly","$1668.4150 monthly"
"C7G 12xlarge","c7g.12xlarge","96.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","15000 Mbps","1875.0 MB/s","60000 IOPS","15000 Mbps","1875.0 MB/s","60000 IOPS","$1270.2000 monthly","$837.0180 monthly","$322.0760 monthly"
"M7G Large","m7g.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","630 Mbps","78.75 MB/s","3600 IOPS","10000 Mbps","78.75 MB/s","40000 IOPS","$59.5680 monthly","$39.4200 monthly","$16.5710 monthly"
"C6IN 32xlarge","c6in.32xlarge","256.0 GiB","128 vCPUs","EBS only","200 Gigabit","100000 Mbps","12500.0 MB/s","400000 IOPS","100000 Mbps","12500.0 MB/s","400000 IOPS","$5298.0480 monthly","$3337.7717 monthly","$1290.4210 monthly"
"T2 Small","t2.small","2.0 GiB","1 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Low to Moderate","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","$16.7900 monthly","$10.5120 monthly","$5.3290 monthly"
"R8G Large","r8g.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","630 Mbps","78.75 MB/s","3600 IOPS","10000 Mbps","78.75 MB/s","40000 IOPS","$86.0086 monthly","$56.8962 monthly","$23.5060 monthly"
"C6G Eight Extra Large","c6g.8xlarge","64.0 GiB","32 vCPUs","EBS only","12 Gigabit","9500 Mbps","1187.5 MB/s","40000 IOPS","9500 Mbps","1187.5 MB/s","40000 IOPS","$794.2400 monthly","$500.3420 monthly","$217.5400 monthly"
"C7I-FLEX Large","c7i-flex.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","312 Mbps","39.0625 MB/s","2500 IOPS","10000 Mbps","39.0625 MB/s","40000 IOPS","$61.8967 monthly","$40.9457 monthly","$17.7390 monthly"
"C7GN Eight Extra Large","c7gn.8xlarge","64.0 GiB","32 vCPUs","EBS only","100 Gigabit","16667 Mbps","2083.375 MB/s","66667 IOPS","20000 Mbps","2083.375 MB/s","80000 IOPS","$1457.6640 monthly","$918.3400 monthly","$205.8600 monthly"
"R6A Metal","r6a.metal","1536.0 GiB","192 vCPUs","EBS only","50 Gigabit","40000 Mbps","5000.0 MB/s","240000 IOPS","40000 Mbps","5000.0 MB/s","240000 IOPS","$7947.0720 monthly","$5256.9855 monthly","$1122.0830 monthly"
"A1 Double Extra Large","a1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","1750 Mbps","218.75 MB/s","10000 IOPS","3500 Mbps","218.75 MB/s","20000 IOPS","$148.9200 monthly","$93.8050 monthly","$73.6570 monthly"
"HPC6ID 32xlarge","hpc6id.32xlarge","1024.0 GiB","64 vCPUs","EBS only","200 Gigabit","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","unavailable","unavailable","unavailable"
"R5B Extra Large","r5b.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","2500 Mbps","312.5 MB/s","10833 IOPS","10000 Mbps","312.5 MB/s","43333 IOPS","$217.5400 monthly","$137.0502 monthly","$115.2670 monthly"
"M6G 12xlarge","m6g.12xlarge","192.0 GiB","48 vCPUs","EBS only","20 Gigabit","14250 Mbps","1781.25 MB/s","50000 IOPS","14250 Mbps","1781.25 MB/s","50000 IOPS","$1349.0400 monthly","$846.2160 monthly","$227.0300 monthly"
"C7I-FLEX Quadruple Extra Large","c7i-flex.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","2500 Mbps","312.5 MB/s","12000 IOPS","10000 Mbps","312.5 MB/s","40000 IOPS","$495.1590 monthly","$327.5510 monthly","$176.0760 monthly"
"P3 High Performance GPU Eight Extra Large","p3.8xlarge","244.0 GiB","32 vCPUs","EBS only","10 Gigabit","7000 Mbps","875.0 MB/s","40000 IOPS","7000 Mbps","875.0 MB/s","40000 IOPS","$8935.2000 monthly","$6098.4200 monthly","$3485.8230 monthly"
"G3 Graphics GPU Quadruple Extra Large","g3.4xlarge","122.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","3500 Mbps","437.5 MB/s","20000 IOPS","3500 Mbps","437.5 MB/s","20000 IOPS","$832.2000 monthly","$568.0130 monthly","$242.9440 monthly"
"M8G Quadruple Extra Large","m8g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","5000 Mbps","625.0 MB/s","20000 IOPS","10000 Mbps","625.0 MB/s","40000 IOPS","$524.1984 monthly","$346.7573 monthly","$72.4160 monthly"
"HPC7A 12xlarge","hpc7a.12xlarge","768.0 GiB","24 vCPUs","EBS only","300 Gigabit","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","unavailable","unavailable","unavailable"
"R7G 12xlarge","r7g.12xlarge","384.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","15000 Mbps","1875.0 MB/s","60000 IOPS","15000 Mbps","1875.0 MB/s","60000 IOPS","$1876.3920 monthly","$1241.2190 monthly","$293.4600 monthly"
"C6GN Medium","c6gn.medium","2.0 GiB","1 vCPUs","EBS only","Up to 16 Gigabit","760 Mbps","95.0 MB/s","2500 IOPS","9500 Mbps","95.0 MB/s","40000 IOPS","$31.5360 monthly","$19.9071 monthly","$4.2340 monthly"
"T3 Micro","t3.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Up to 5 Gigabit","87 Mbps","10.875 MB/s","500 IOPS","2085 Mbps","10.875 MB/s","11800 IOPS","$7.5920 monthly","$4.7450 monthly","$1.9710 monthly"
"C8G Eight Extra Large","c8g.8xlarge","64.0 GiB","32 vCPUs","EBS only","15 Gigabit","10000 Mbps","1250.0 MB/s","40000 IOPS","10000 Mbps","1250.0 MB/s","40000 IOPS","$931.5968 monthly","$613.8935 monthly","$124.9760 monthly"
"M5N Quadruple Extra Large","m5n.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","4750 Mbps","593.75 MB/s","18750 IOPS","4750 Mbps","593.75 MB/s","18750 IOPS","$694.9600 monthly","$438.0000 monthly","$318.0610 monthly"
"M8G 12xlarge","m8g.12xlarge","192.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","15000 Mbps","1875.0 MB/s","60000 IOPS","15000 Mbps","1875.0 MB/s","60000 IOPS","$1572.5952 monthly","$1040.2719 monthly","$194.9830 monthly"
"M8G 48xlarge","m8g.48xlarge","768.0 GiB","192 vCPUs","EBS only","50 Gigabit","40000 Mbps","5000.0 MB/s","240000 IOPS","40000 Mbps","5000.0 MB/s","240000 IOPS","$6290.3808 monthly","$4161.0876 monthly","$784.8230 monthly"
"M7I-FLEX Quadruple Extra Large","m7i-flex.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","2500 Mbps","312.5 MB/s","12000 IOPS","10000 Mbps","312.5 MB/s","40000 IOPS","$559.2384 monthly","$369.9129 monthly","$190.8220 monthly"
"C6G 16xlarge","c6g.16xlarge","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","19000 Mbps","2375.0 MB/s","80000 IOPS","19000 Mbps","2375.0 MB/s","80000 IOPS","$1588.4800 monthly","$1000.7570 monthly","$228.9280 monthly"
"C8G Large","c8g.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","630 Mbps","78.75 MB/s","3600 IOPS","10000 Mbps","78.75 MB/s","40000 IOPS","$58.2248 monthly","$38.3688 monthly","$7.6650 monthly"
"C8G 24xlarge","c8g.24xlarge","192.0 GiB","96 vCPUs","EBS only","40 Gigabit","30000 Mbps","3750.0 MB/s","120000 IOPS","30000 Mbps","3750.0 MB/s","120000 IOPS","$2794.7904 monthly","$1841.6732 monthly","$360.0360 monthly"
"M7G Eight Extra Large","m7g.8xlarge","128.0 GiB","32 vCPUs","EBS only","15 Gigabit","10000 Mbps","1250.0 MB/s","40000 IOPS","10000 Mbps","1250.0 MB/s","40000 IOPS","$953.0880 monthly","$630.5010 monthly","$287.8390 monthly"
"A1 Extra Large","a1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","800 Mbps","100.0 MB/s","6000 IOPS","3500 Mbps","100.0 MB/s","20000 IOPS","$74.4600 monthly","$46.9390 monthly","$35.9890 monthly"
"C7G Large","c7g.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","630 Mbps","78.75 MB/s","3600 IOPS","10000 Mbps","78.75 MB/s","40000 IOPS","$52.9250 monthly","$34.8940 monthly","$18.9800 monthly"
"INF2 Eight Extra Large","inf2.8xlarge","128.0 GiB","32 vCPUs","EBS only","Up to 25 Gigabit","10000 Mbps","1250.0 MB/s","40000 IOPS","10000 Mbps","1250.0 MB/s","40000 IOPS","$1436.5378 monthly","$905.0175 monthly","$419.5310 monthly"
"M4 General Purpose 16xlarge","m4.16xlarge","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","10000 Mbps","1250.0 MB/s","65000 IOPS","10000 Mbps","1250.0 MB/s","65000 IOPS","$2336.0000 monthly","$1447.1520 monthly","$799.9340 monthly"
"R6G Eight Extra Large","r6g.8xlarge","256.0 GiB","32 vCPUs","EBS only","12 Gigabit","9500 Mbps","1187.5 MB/s","40000 IOPS","9500 Mbps","1187.5 MB/s","40000 IOPS","$1177.3440 monthly","$741.7530 monthly","$170.9660 monthly"
"C7G Extra Large","c7g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","1250 Mbps","156.25039999999998 MB/s","6000 IOPS","10000 Mbps","156.25039999999998 MB/s","40000 IOPS","$105.8500 monthly","$69.7150 monthly","$32.9230 monthly"
"R7G Large","r7g.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","630 Mbps","78.75 MB/s","3600 IOPS","10000 Mbps","78.75 MB/s","40000 IOPS","$78.1830 monthly","$51.6840 monthly","$12.9940 monthly"
"A1 Large","a1.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","525 Mbps","65.625 MB/s","4000 IOPS","3500 Mbps","65.625 MB/s","20000 IOPS","$37.2300 monthly","$23.4330 monthly","$24.0170 monthly"
"R8G Eight Extra Large","r8g.8xlarge","256.0 GiB","32 vCPUs","EBS only","15 Gigabit","10000 Mbps","1250.0 MB/s","40000 IOPS","10000 Mbps","1250.0 MB/s","40000 IOPS","$1376.1376 monthly","$910.3173 monthly","$418.8010 monthly"
"R6IN Large","r6in.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","1562 Mbps","195.3125 MB/s","6250 IOPS","25000 Mbps","195.3125 MB/s","100000 IOPS","$127.2609 monthly","$80.1759 monthly","$16.4250 monthly"
"M6G Eight Extra Large","m6g.8xlarge","128.0 GiB","32 vCPUs","EBS only","12 Gigabit","9500 Mbps","1187.5 MB/s","40000 IOPS","9500 Mbps","1187.5 MB/s","40000 IOPS","$899.3600 monthly","$564.1440 monthly","$242.8710 monthly"
"R4 High-Memory Extra Large","r4.xlarge","30.5 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","850 Mbps","106.25 MB/s","6000 IOPS","850 Mbps","106.25 MB/s","6000 IOPS","$194.1800 monthly","$122.6400 monthly","$61.6120 monthly"
"C7I-FLEX Extra Large","c7i-flex.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","625 Mbps","78.125 MB/s","3600 IOPS","10000 Mbps","78.125 MB/s","40000 IOPS","$123.7934 monthly","$81.8841 monthly","$41.0990 monthly"
"C6GN Double Extra Large","c6gn.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","4750 Mbps","593.75 MB/s","20000 IOPS","9500 Mbps","593.75 MB/s","40000 IOPS","$252.2880 monthly","$159.2349 monthly","$77.1610 monthly"
"R6G Double Extra Large","r6g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","2375 Mbps","296.875 MB/s","12000 IOPS","4750 Mbps","296.875 MB/s","20000 IOPS","$294.3360 monthly","$185.4200 monthly","$100.6670 monthly"
"INF2 48xlarge","inf2.48xlarge","768.0 GiB","192 vCPUs","EBS only","100 Gigabit","60000 Mbps","7500.0 MB/s","240000 IOPS","60000 Mbps","7500.0 MB/s","240000 IOPS","$9476.3271 monthly","$5970.0860 monthly","$961.6290 monthly"
"HPC6A 48xlarge","hpc6a.48xlarge","384.0 GiB","96 vCPUs","EBS only","100 Gigabit","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","unavailable","unavailable","unavailable"
"R6G Metal","r6g.metal","512.0 GiB","64 vCPUs","EBS only","25 Gigabit","19000 Mbps","2375.0 MB/s","80000 IOPS","19000 Mbps","2375.0 MB/s","80000 IOPS","$2354.6880 monthly","$1483.4330 monthly","$249.0760 monthly"
"R7G Eight Extra Large","r7g.8xlarge","256.0 GiB","32 vCPUs","EBS only","15 Gigabit","10000 Mbps","1250.0 MB/s","40000 IOPS","10000 Mbps","1250.0 MB/s","40000 IOPS","$1250.9280 monthly","$827.4550 monthly","$331.4200 monthly"
"HPC7A 48xlarge","hpc7a.48xlarge","768.0 GiB","96 vCPUs","EBS only","300 Gigabit","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","unavailable","unavailable","unavailable"
"C7G Double Extra Large","c7g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","2500 Mbps","312.5 MB/s","12000 IOPS","10000 Mbps","312.5 MB/s","40000 IOPS","$211.7000 monthly","$139.5030 monthly","$68.5470 monthly"
"R8G Quadruple Extra Large","r8g.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","5000 Mbps","625.0 MB/s","20000 IOPS","10000 Mbps","625.0 MB/s","40000 IOPS","$688.0688 monthly","$455.1550 monthly","$241.8490 monthly"
"T3A Nano","t3a.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Up to 5 Gigabit","45 Mbps","5.625 MB/s","250 IOPS","2085 Mbps","5.625 MB/s","11800 IOPS","$3.4310 monthly","$2.1170 monthly","$1.0220 monthly"
"R7G Double Extra Large","r7g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","2500 Mbps","312.5 MB/s","12000 IOPS","10000 Mbps","312.5 MB/s","40000 IOPS","$312.7320 monthly","$206.8820 monthly","$108.9160 monthly"
"C6G Large","c6g.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","630 Mbps","78.75 MB/s","3600 IOPS","4750 Mbps","78.75 MB/s","20000 IOPS","$49.6400 monthly","$31.2440 monthly","$14.9650 monthly"
"C6GN Extra Large","c6gn.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","2375 Mbps","296.88 MB/s","10000 IOPS","9500 Mbps","296.88 MB/s","40000 IOPS","$126.1440 monthly","$79.6138 monthly","$36.2810 monthly"
"C6GN 16xlarge","c6gn.16xlarge","128.0 GiB","64 vCPUs","EBS only","100 Gigabit","38000 Mbps","4750.0 MB/s","160000 IOPS","38000 Mbps","4750.0 MB/s","160000 IOPS","$2018.3040 monthly","$1273.8646 monthly","$272.0710 monthly"
"C7GN Quadruple Extra Large","c7gn.4xlarge","32.0 GiB","16 vCPUs","EBS only","50 Gigabit","8333 Mbps","1041.625 MB/s","33333 IOPS","10000 Mbps","1041.625 MB/s","40000 IOPS","$728.8320 monthly","$459.1700 monthly","$109.3540 monthly"
"C6G Metal","c6g.metal","128.0 GiB","64 vCPUs","EBS only","25 Gigabit","19000 Mbps","2375.0 MB/s","80000 IOPS","19000 Mbps","2375.0 MB/s","80000 IOPS","$1588.4800 monthly","$1000.7570 monthly","$158.8480 monthly"
"M8G Metal-24xl","m8g.metal-24xl","384.0 GiB","96 vCPUs","EBS only","40 Gigabit","30000 Mbps","3750.0 MB/s","120000 IOPS","30000 Mbps","3750.0 MB/s","120000 IOPS","$3145.1904 monthly","$2080.5438 monthly","$349.5240 monthly"
"R8G Extra Large","r8g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","1250 Mbps","156.25 MB/s","6000 IOPS","10000 Mbps","156.25 MB/s","40000 IOPS","$172.0172 monthly","$113.7924 monthly","$63.9480 monthly"
"M6G Metal","m6g.metal","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","19000 Mbps","2375.0 MB/s","80000 IOPS","19000 Mbps","2375.0 MB/s","80000 IOPS","$1798.7200 monthly","$1128.2880 monthly","$189.8730 monthly"
"M6G 16xlarge","m6g.16xlarge","256.0 GiB","64 vCPUs","EBS only","25 Gigabit","19000 Mbps","2375.0 MB/s","80000 IOPS","19000 Mbps","2375.0 MB/s","80000 IOPS","$1798.7200 monthly","$1128.2880 monthly","$348.6480 monthly"
"INF2 24xlarge","inf2.24xlarge","384.0 GiB","96 vCPUs","EBS only","50 Gigabit","30000 Mbps","3750.0 MB/s","120000 IOPS","30000 Mbps","3750.0 MB/s","120000 IOPS","$4738.1599 monthly","$2985.0430 monthly","$633.9320 monthly"
"R8G 24xlarge","r8g.24xlarge","768.0 GiB","96 vCPUs","EBS only","40 Gigabit","30000 Mbps","3750.0 MB/s","120000 IOPS","30000 Mbps","3750.0 MB/s","120000 IOPS","$4128.4128 monthly","$2730.9446 monthly","$1258.2280 monthly"
"R6G 12xlarge","r6g.12xlarge","384.0 GiB","48 vCPUs","EBS only","20 Gigabit","14250 Mbps","1781.25 MB/s","50000 IOPS","14250 Mbps","1781.25 MB/s","50000 IOPS","$1766.0160 monthly","$1112.5930 monthly","$246.8130 monthly"
"M7G Double Extra Large","m7g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","2500 Mbps","312.5 MB/s","12000 IOPS","10000 Mbps","312.5 MB/s","40000 IOPS","$238.2720 monthly","$157.6070 monthly","$80.7380 monthly"
"M7G 12xlarge","m7g.12xlarge","192.0 GiB","48 vCPUs","EBS only","22.5 Gigabit","15000 Mbps","1875.0 MB/s","60000 IOPS","15000 Mbps","1875.0 MB/s","60000 IOPS","$1429.6320 monthly","$945.7150 monthly","$211.5540 monthly"
"C7G 16xlarge","c7g.16xlarge","128.0 GiB","64 vCPUs","EBS only","30 Gigabit","20000 Mbps","2500.0 MB/s","80000 IOPS","20000 Mbps","2500.0 MB/s","80000 IOPS","$1693.6000 monthly","$1116.0240 monthly","$226.2270 monthly"
"C6G Quadruple Extra Large","c6g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","4750 Mbps","593.75 MB/s","20000 IOPS","4750 Mbps","593.75 MB/s","20000 IOPS","$397.1200 monthly","$250.1710 monthly","$105.5580 monthly"
"C6G Double Extra Large","c6g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","2375 Mbps","296.875 MB/s","12000 IOPS","4750 Mbps","296.875 MB/s","20000 IOPS","$198.5600 monthly","$125.1220 monthly","$55.1150 monthly"
"U-9TB1 Metal","u-9tb1.metal","9216.0 GiB","448 vCPUs","EBS only","100 Gigabit","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","unavailable","unavailable","unavailable"
"U-6TB1 Metal","u-6tb1.metal","6144.0 GiB","448 vCPUs","EBS only","100 Gigabit","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","unavailable","unavailable","unavailable"
"P2 General Purpose GPU 16xlarge","p2.16xlarge","732.0 GiB","64 vCPUs","EBS only","25 Gigabit","10000 Mbps","1250.0 MB/s","65000 IOPS","10000 Mbps","1250.0 MB/s","65000 IOPS","$10512.0000 monthly","$7174.4400 monthly","$2525.1430 monthly"
"T4G Extra Large","t4g.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","695 Mbps","86.875 MB/s","4000 IOPS","2780 Mbps","86.875 MB/s","15700 IOPS","$98.1120 monthly","$61.5390 monthly","$31.1710 monthly"
"T2 Nano","t2.nano","0.5 GiB","1 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Low to Moderate","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","$4.2340 monthly","$2.6280 monthly","unavailable"
"C7G Metal","c7g.metal","128.0 GiB","64 vCPUs","EBS only","30 Gigabit","20000 Mbps","2500.0 MB/s","80000 IOPS","20000 Mbps","2500.0 MB/s","80000 IOPS","$1693.6000 monthly","$1116.0240 monthly","$235.2060 monthly"
"R8G 48xlarge","r8g.48xlarge","1536.0 GiB","192 vCPUs","EBS only","50 Gigabit","40000 Mbps","5000.0 MB/s","240000 IOPS","40000 Mbps","5000.0 MB/s","240000 IOPS","$8256.8256 monthly","$5461.8892 monthly","$1824.0510 monthly"
"C8G Metal-24xl","c8g.metal-24xl","192.0 GiB","96 vCPUs","EBS only","40 Gigabit","30000 Mbps","3750.0 MB/s","120000 IOPS","30000 Mbps","3750.0 MB/s","120000 IOPS","$2794.7904 monthly","$1841.6732 monthly","$336.9680 monthly"
"INF2 Extra Large","inf2.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 15 Gigabit","1250 Mbps","156.25 MB/s","6000 IOPS","10000 Mbps","156.25 MB/s","40000 IOPS","$553.4860 monthly","$348.6991 monthly","$77.3800 monthly"
"I2 Large","i2.large","15.0 GiB","2 vCPUs","EBS only","Moderate","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","unavailable","unavailable","unavailable"
"A1 Metal","a1.metal","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","3500 Mbps","437.5 MB/s","20000 IOPS","3500 Mbps","437.5 MB/s","20000 IOPS","$297.8400 monthly","$187.6100 monthly","$74.6060 monthly"
"MAC1 Metal","mac1.metal","32.0 GiB","12 vCPUs","EBS only","25 Gigabit","14000 Mbps","1750.0 MB/s","80000 IOPS","14000 Mbps","1750.0 MB/s","80000 IOPS","unavailable","unavailable","unavailable"
"MAC2-M2 Metal","mac2-m2.metal","24.0 GiB","12 vCPUs","EBS only","10 Gigabit","8000 Mbps","1000.0 MB/s","55000 IOPS","8000 Mbps","1000.0 MB/s","55000 IOPS","unavailable","unavailable","unavailable"
"MAC2 Metal","mac2.metal","16.0 GiB","12 vCPUs","EBS only","10 Gigabit","10000 Mbps","1250.0 MB/s","55000 IOPS","10000 Mbps","1250.0 MB/s","55000 IOPS","unavailable","unavailable","unavailable"
"MAC2-M2PRO Metal","mac2-m2pro.metal","32.0 GiB","20 vCPUs","EBS only","10 Gigabit","8000 Mbps","1000.0 MB/s","55000 IOPS","8000 Mbps","1000.0 MB/s","55000 IOPS","unavailable","unavailable","unavailable"
"X2IEZN 12xlarge","x2iezn.12xlarge","1536.0 GiB","48 vCPUs","EBS only","100 Gigabit","19000 Mbps","2375.0 MB/s","80000 IOPS","19000 Mbps","2375.0 MB/s","80000 IOPS","$7305.8400 monthly","$4497.8220 monthly","$2185.8390 monthly"
"U7IN-24TB 224xlarge","u7in-24tb.224xlarge","24576.0 GiB","896 vCPUs","EBS only","200 Gigabit","100000 Mbps","12500.0 MB/s","420000 IOPS","100000 Mbps","12500.0 MB/s","420000 IOPS","$223204.8000 monthly","$137548.8411 monthly","unavailable"
"X8G 48xlarge","x8g.48xlarge","3072.0 GiB","192 vCPUs","EBS only","50 Gigabit","40000 Mbps","5000.0 MB/s","240000 IOPS","40000 Mbps","5000.0 MB/s","240000 IOPS","$13693.6320 monthly","$8438.6321 monthly","$1413.0610 monthly"
"X8G Extra Large","x8g.xlarge","64.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","1250 Mbps","156.25 MB/s","6000 IOPS","10000 Mbps","156.25 MB/s","40000 IOPS","$285.2840 monthly","$175.8059 monthly","$49.8590 monthly"
"X2IEZN 6xlarge","x2iezn.6xlarge","768.0 GiB","24 vCPUs","EBS only","50 Gigabit","9500 Mbps","1187.5 MB/s","40000 IOPS","9500 Mbps","1187.5 MB/s","40000 IOPS","$3652.9200 monthly","$2248.9110 monthly","$964.9870 monthly"
"X8G Large","x8g.large","32.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","630 Mbps","78.75 MB/s","3600 IOPS","10000 Mbps","78.75 MB/s","40000 IOPS","$142.6420 monthly","$87.8993 monthly","$27.6670 monthly"
"U7IN-32TB 224xlarge","u7in-32tb.224xlarge","32768.0 GiB","896 vCPUs","EBS only","200 Gigabit","100000 Mbps","12500.0 MB/s","420000 IOPS","100000 Mbps","12500.0 MB/s","420000 IOPS","$297606.4000 monthly","$183398.4548 monthly","unavailable"
"U-24TB1 112xlarge","u-24tb1.112xlarge","24576.0 GiB","448 vCPUs","EBS only","100 Gigabit","38000 Mbps","4750.0 MB/s","160000 IOPS","38000 Mbps","4750.0 MB/s","160000 IOPS","$159432.0000 monthly","$98249.1743 monthly","unavailable"
"X2IEZN Double Extra Large","x2iezn.2xlarge","256.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","3170 Mbps","396.25 MB/s","13333 IOPS","3170 Mbps","396.25 MB/s","13333 IOPS","$1217.6400 monthly","$749.6370 monthly","$352.3710 monthly"
"X2IEZN Quadruple Extra Large","x2iezn.4xlarge","512.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","4750 Mbps","593.75 MB/s","20000 IOPS","4750 Mbps","593.75 MB/s","20000 IOPS","$2435.2800 monthly","$1499.2740 monthly","$858.3340 monthly"
